AdID,職位名稱,公司名稱,發布日期,職位詳情連結
HS26068011,Clinic Assistant (University Health Service),香港理工大學 THE HONG KONG POLYTECHNIC UNIVERSITY,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068011
HS26068901,合約小學助理學位教師 (英文科) (嗇色園主辦可譽中學暨可譽小學),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068901
HS26068902,小學合約教學助理 (嗇色園主辦可譽中學暨可譽小學),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068902
HS26068903,小學合約教學助理 (特殊教育) (嗇色園主辦可譽中學暨可譽小學),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068903
HS26068904,常額助理文書主任 (嗇色園主辦可譽中學暨可譽小學),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068904
HS26068905,合約助理小學學位教師 (中文及普通話科) (嗇色園主辦可信學校),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068905
HS26068906,代課教師 (日薪 / 月薪) (嗇色園主辦可信學校),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068906
HS26068907,幼稚園教師 (嗇色園主辦可愛幼兒園),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068907
HS26068908,行政助理 (嗇色園主辦可愛幼兒園),嗇色園 SIK SIK YUEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068908
HS26068971,中學校長,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26068971
HS26069031,合約助理小學學位教師 (音樂科),東華三院李賜豪小學 TUNG WAH GROUP OF HOSPITALS LI CHI HO PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069031
HS26069032,全職合約教師助理 1 名,東華三院李賜豪小學 TUNG WAH GROUP OF HOSPITALS LI CHI HO PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069032
HS26069101,幼稚園主任 (2026/2027 年度),迦南幼稚園 CANNAN KINDERGARTEN,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069101
HS26069191,Special Educational Needs (SEN) Team Administrative Assistant,香港聖保羅書院 ST. PAUL'S COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069191
HS26069301,校巴司機一名,福建中學 FUKIEN SECONDARY SCHOOL (KWUN TONG),2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069301
HS26069311,英文科科主任 LPAT4,仁愛堂劉皇發夫人小學 YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069311
HS26069312,合約教師 (2026-2027 年度),仁愛堂劉皇發夫人小學 YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069312
HS26069313,教學助理 (中、英、數、特殊教育需要),仁愛堂劉皇發夫人小學 YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069313
HS26069321,行政助理,仁愛堂劉皇發夫人小學 YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069321
HS26069322,兼職辦公室助理,仁愛堂劉皇發夫人小學 YAN OI TONG MADAM LAU WONG FAT PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069322
HS26069331,Native-speaking English Associate Teacher (2026-2027) (NET Grant),東華三院辛亥年總理中學 TUNG WAH GROUP OF HOSPITALS SUN HOI DIRECTORS' COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069331
HS26069361,Teaching Assistant (English Language & CSD) (2026-2027),上智英文書院 HOLY TRINITY COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069361
HS26069391,Executive Officer I (carrying the job title of 'Senior Operations Manager') (Communications and Public Relations Office),香港中文大學 THE CHINESE UNIVERSITY OF HONG KONG,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069391
HS26069392,Part-time Assistant Computer Officer (carrying the job title of 'Digital Technologist') (Communications and Public Relations Office),香港中文大學 THE CHINESE UNIVERSITY OF HONG KONG,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069392
HS26069401,Native-speaking English Teacher (under NET Grant),東華三院邱子田紀念中學 TUNG WAH GROUP OF HOSPITALS YAU TZE TIN MEMORIAL COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069401
HS26069402,Native-speaking English Associate Teacher (Contract),東華三院邱子田紀念中學 TUNG WAH GROUP OF HOSPITALS YAU TZE TIN MEMORIAL COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069402
HS26069403,學校文書主任 (合約),東華三院邱子田紀念中學 TUNG WAH GROUP OF HOSPITALS YAU TZE TIN MEMORIAL COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069403
HS26069461,Teaching Assistant (2026-27 School Year),地利亞修女紀念學校協和二中 DELIA MEMORIAL SCHOOL (HIP WO NO.2 COLLEGE) (),2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069461
HS26069471,School-based Speech Therapist (2026-2027 Academic Year),明愛胡振中書院 CARITAS WU CHENG-CHUNG COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069471
HS26069481,全職或替假宿舍家長,保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069481
HS26069482,全職宿舍職工,保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069482
HS26069483,宿舍管理員 (夜班),保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069483
HS26069484,0.5 個人照顧員 PCW,保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069484
HS26069485,支援助理 (庶務員),保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069485
HS26069486,兼職職工,保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069486
HS26069487,兼職支援助理,保良局 PO LEUNG KUK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069487
HS26069491,文員助理,中華基督教青年會中學 CHINESE YMCA SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069491
HS26069531,助理教師 (數學科),世界龍岡學校劉皇發中學 LUNG KONG WORLD FEDERATION SCHOOL LTD LAU WONG FAT SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069531
HS26069532,學生成長輔導員,世界龍岡學校劉皇發中學 LUNG KONG WORLD FEDERATION SCHOOL LTD LAU WONG FAT SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069532
HS26069533,"Native-speaking English Tutor (Fridays, 1:45pm - 3:15pm)",世界龍岡學校劉皇發中學 LUNG KONG WORLD FEDERATION SCHOOL LTD LAU WONG FAT SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069533
HS26069534,奧數隊教練,世界龍岡學校劉皇發中學 LUNG KONG WORLD FEDERATION SCHOOL LTD LAU WONG FAT SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069534
HS26069541,月薪代課教師一名 (英),慈幼葉漢千禧小學 SALESIAN YIP HON MILLENNIUM PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069541
HS26069561,公經社科助理教師 (26-27),李惠利中學 THE METHODIST LEE WAI LEE COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069561
HS26069571,Contract School Executive Officer,嘉諾撒聖心書院 SACRED HEART CANOSSIAN COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069571
HS26069591,健康管理與社會關懷科兼教初中家政科及 / 或音樂科常額 / 非常額學位教師 (合約教師),恩平工商會李琳明中學 YAN PING INDUSTRIAL & COMMERCIAL ASSOCIATION LEE LIM MING COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069591
HS26069641,學位教師乙名 (常額 或 合約) (26/27 學年),天主教普照中學 PO CHIU CATHOLIC SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069641
HS26069661,津貼小學校長,基督教香港信義會 THE EVANGELICAL LUTHERAN CHURCH OF HK,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069661
HS26069671,中史科教師一名 (合約),神召會康樂中學 ASSEMBLY OF GOD HEBRON SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069671
HS26069681,學位教師 GM (常額或合約) (中學部),香港扶幼會則仁中心學校 SOCIETY OF BOYS' CENTRES CHAK YAN CENTRE SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069681
HS26069682,合約督導主任 (兼職),香港扶幼會則仁中心學校 SOCIETY OF BOYS' CENTRES CHAK YAN CENTRE SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069682
HS26069683,特級司機 (校巴),香港扶幼會則仁中心學校 SOCIETY OF BOYS' CENTRES CHAK YAN CENTRE SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069683
HS26069691,產假代課教師,慈航學校 CHI HONG PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069691
HS26069692,半職英文合約教師,慈航學校 CHI HONG PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069692
HS26069693,資訊科技助理 ITA,慈航學校 CHI HONG PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069693
HS26069701,數學、企會財、物理科老師 (英文教學) (2026-2027 年),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069701
HS26069731,Assistant Teacher,佛教善德英文中學 BUDDHIST SIN TAK COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069731
HS26069761,教學助理,仁濟醫院羅陳楚思小學 YAN CHAI HOSPITAL LAW CHAN CHOR SI PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069761
HS26069781,常額 / 合約學校行政主任,馬鞍山聖若瑟小學 MA ON SHAN ST. JOSEPH'S PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069781
HS26069791,"Liaison Officer (Good in Nepali, Urdu, English) (Commence in Sept 2026)",廠商會蔡章閣中學 CMA CHOI CHEUNG KOK SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069791
HS26069792,教學助理 (2026 年 9 月到職),廠商會蔡章閣中學 CMA CHOI CHEUNG KOK SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069792
HS26069793,全職校工 (2026 年 9 月到職),廠商會蔡章閣中學 CMA CHOI CHEUNG KOK SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069793
HS26069801,教育助理一名 (支援電子學習及技術支援),東華三院鄺錫坤伉儷中學 TWGHS MR & MRS KWONG SIK KWAN COLLEGE,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069801
HS26069811,全職融合教育助理 (合約),葵涌蘇浙公學 KIANGSU-CHEKIANG COLLEGE ( KWAI CHUNG ),2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069811
HS26069831,英文科教學助理,聖公會梁季彜中學 S.K.H. LEUNG KWAI YEE SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069831
HS26069832,步操樂團導師,聖公會梁季彜中學 S.K.H. LEUNG KWAI YEE SECONDARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069832
HS26069841,English Teaching Assistant,ST. MARGARET'S CO - EDUCATIONAL ENGLISH SECONDARY & PRIMARY SCHOOL,2026-07-24,https://jump.mingpao.com/job/detail/Jobs/2/HS26069841
HS26067541,教學助理,聖文德天主教小學 ST BONAVENTURE CATHOLIC PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26067541
HS26067721,Native-Speaking English Tutor,寧波公學 NING PO COLLEGE,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26067721
HS26068271,合約教學助理 (特殊教育),天水圍天主教小學 TIN SHUI WAI CATHOLIC PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068271
HS26068272,合約支援老師 (特殊教育),天水圍天主教小學 TIN SHUI WAI CATHOLIC PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068272
HS26068461,合約學生輔導員 SGP,博愛醫院歷屆總理聯誼會鄭任安夫人千禧小學 A.D. & F.D. OF POK OI HOSPITAL MRS CHENG YAM ON MILLENNIUM SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068461
HS26068811,教學助理 (英文科) (2026-27 年度),新亞中學 NEW ASIA MIDDLE SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068811
HS26068831,幼稚園教學助理,Not Available,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068831
HS26068851,全職教學助理,樂善堂梁黃蕙芳紀念學校 LOK SIN TONG LEUNG WONG WAI FONG MEMORIAL SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068851
HS26068852,時薪工友,樂善堂梁黃蕙芳紀念學校 LOK SIN TONG LEUNG WONG WAI FONG MEMORIAL SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068852
HS26068861,合約文書助理 (總務),佛教中華康山學校 BUDDHIST CHUNG WAH KORNHILL PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068861
HS26068871,學校發展助理 SDA (每星期 45 小時工作),東華三院黃士心小學 TUNG WAH GROUP OF HOSPITALS WONG SEE SUM PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068871
HS26068881,物理科科主任 / 教師 (合約) (2026/27 學年),潮州會館中學 CHIU CHOW ASSOCIATION SECONDARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068881
HS26068891,全職校工 (屯門津中),Not Available,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068891
HS26068911,學生成長行政助理 (2026/2027 年度),路德會呂明才中學 LUI MING CHOI LUTHERAN COLLEGE,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068911
HS26068912,資訊科技技術員 (2026/2027 年度),路德會呂明才中學 LUI MING CHOI LUTHERAN COLLEGE,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068912
HS26068921,活動導師 [舞蹈及音樂類：K-pop、跳舞] (兼職 / 合約),天水圍香島中學 HEUNG TO MIDDLE SCHOOL (TIN SHUI WAI),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068921
HS26068922,活動導師 [藝術及手藝類：沙畫、剪紙] (兼職 / 合約),天水圍香島中學 HEUNG TO MIDDLE SCHOOL (TIN SHUI WAI),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068922
HS26068923,活動導師 [體育及雜技類：歷奇、山藝、雜耍] (兼職 / 合約),天水圍香島中學 HEUNG TO MIDDLE SCHOOL (TIN SHUI WAI),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068923
HS26068924,活動導師 [身心發展及文化：靜觀、韓文] (兼職 / 合約),天水圍香島中學 HEUNG TO MIDDLE SCHOOL (TIN SHUI WAI),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068924
HS26068925,活動導師 [聯課活動：足球教練、校園電視台導師] (兼職 / 合約),天水圍香島中學 HEUNG TO MIDDLE SCHOOL (TIN SHUI WAI),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068925
HS26068926,活動導師 [其他：小結他、繪畫] (兼職 / 合約),天水圍香島中學 HEUNG TO MIDDLE SCHOOL (TIN SHUI WAI),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068926
HS26068941,輔導員 / 教學助理 (2026/2027 年度),文理書院香港 COGNITIO COLLEGE HONG KONG (),2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068941
HS26068951,行政助理 / 助理行政主任 (會計及行政) (2026/27 學年),瑪利灣學校 MARYCOVE SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068951
HS26068952,助理教師 (2026/27 學年),瑪利灣學校 MARYCOVE SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068952
HS26068953,教學助理 (2026/27 學年),瑪利灣學校 MARYCOVE SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068953
HS26068981,常額 / 合約助理小學學位教師 APSM (數學科) (2026-2027 年度),順德聯誼總會李金小學 SHUN TAK FRATERNAL ASSOCIATION LEE KAM PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068981
HS26068982,IT / STEM / 科學科教師助理 TA (2026-2027 年度),順德聯誼總會李金小學 SHUN TAK FRATERNAL ASSOCIATION LEE KAM PRIMARY SCHOOL,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068982
HS26068991,Assistant Teacher for Integrated Science and Mathematics (2026/2027),聖羅撒書院 ST. ROSE OF LIMA'S COLLEGE,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068991
HS26068992,Teaching Assistant for Information Technology (2026/2027),聖羅撒書院 ST. ROSE OF LIMA'S COLLEGE,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26068992
HS26069021,常額 / 合約教師 (數學 / 物理科) (2026-27 年度),北角協同中學 CONCORDIA LUTHERAN SCHOOL - NORTH POINT,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26069021
HS26069071,DSS Secondary School Assistant Principal,地利亞教育機構 DELIA GROUP OF SCHOOLS,2026-07-23,https://jump.mingpao.com/job/detail/Jobs/2/HS26069071
HS26066781,學生輔導員 (2026-2027 年),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26066781
HS26066782,教學助理 (課程) (2026-2027 年),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26066782
HS26066783,教學助理 (多媒體製作) (2026-2027 年),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26066783
HS26066784,校務文員 (2026-2027 年),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26066784
HS26066785,技工 (2026-2027 年),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26066785
HS26067561,常識科常額老師 (2026 年 9 月 1 日到職),聖公會將軍澳基德小學 S.K.H. TSEUNG KWAN O KEI TAK PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26067561
HS26067881,學生支援老師,天主教石鐘山紀念小學 SHAK CHUNG SHAN MEMORIAL CATHOLIC PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26067881
HS26067981,資訊科技技術員 TSS,救世軍中原慈善基金皇后山學校 THE SALVATION ARMY CENTALINE CHARITY FUND QUEEN'S HILL SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26067981
HS26068151,合約數字教育教學助理 (2026-2027 年度),聖公會聖西門呂明才中學 S.K.H. ST. SIMON'S LUI MING CHOI SECONDARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068151
HS26068171,校隊教練 - 體育專項 (2026/27 學年合約服務),樂善堂顧超文中學 LOK SIN TONG KU CHIU MAN SECONDARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068171
HS26068172,課外活動、補習班導師 - 學術專項,樂善堂顧超文中學 LOK SIN TONG KU CHIU MAN SECONDARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068172
HS26068173,課外活動導師 - 藝術專項 (2026/27 學年合約服務),樂善堂顧超文中學 LOK SIN TONG KU CHIU MAN SECONDARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068173
HS26068181,英文科教師 (合約) (2026 年 9 月到任),保良局莊啟程小學 PO LEUNG KUK CHONG KEE TING PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068181
HS26068191,教學助理,寶安商會温浩根小學 PO ON COMMERCIAL ASSOCIATION WAN HO KAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068191
HS26068192,合約文書助理,寶安商會温浩根小學 PO ON COMMERCIAL ASSOCIATION WAN HO KAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068192
HS26068201,英文科學位教師 (2026-2027 學年),裘錦秋中學屯門 JU CHING CHU SECONDARY SCHOOL (TUEN MUN) (),2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068201
HS26068202,教學助理 (融合教育) (2026-2027 學年),裘錦秋中學屯門 JU CHING CHU SECONDARY SCHOOL (TUEN MUN) (),2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068202
HS26068211,兼職活動助理一名,中華基督教會基法小學油塘 CCC KEI FAAT PRIMARY SCHOOL (YAU TONG) (),2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068211
HS26068231,二級 / 三級實驗室技術員 (常額) (2026/27 年度),中華基督教會基朗中學 KEI LONG COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068231
HS26068241,學生輔導員 (合約),保良局黃永樹小學 PO LEUNG KUK WONG WING SHU PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068241
HS26068251,常額 / 合約教師 (英文科) (2026-2027 年度),路德會呂祥光小學 LUI CHEUNG KWONG LUTHERAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068251
HS26068252,常額 / 合約教師 (數學科 / 科學 / STEM) (2026-2027 年度),路德會呂祥光小學 LUI CHEUNG KWONG LUTHERAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068252
HS26068261,Contract Post for Chinese Language Associate Teacher (2026-2027),保祿六世書院 POPE PAUL VI COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068261
HS26068262,Teaching Assistant (English Language) (2026-2027),保祿六世書院 POPE PAUL VI COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068262
HS26068281,IT Coordinator / Support Officer,聖公會陳融中學 S.K.H. CHAN YOUNG SECONDARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068281
HS26068301,合約 ESS 數學教師,路德會啓聾學校 LUTHERAN SCHOOL FOR THE DEAF,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068301
HS26068302,合約 ESS 兼職言語治療師,路德會啓聾學校 LUTHERAN SCHOOL FOR THE DEAF,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068302
HS26068303,合約 ESS 兼職教師,路德會啓聾學校 LUTHERAN SCHOOL FOR THE DEAF,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068303
HS26068311,非華語課後支援班導師 (粵語),梁式芝書院 LEUNG SHEK CHEE COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068311
HS26068321,Teacher / Associate Teacher (English) (Contract),梁式芝書院 LEUNG SHEK CHEE COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068321
HS26068331,Net Teacher (Contract) (26/27 學年),仁濟醫院趙曾學韞小學 YAN CHAI HOSPITAL CHIU TSANG HOK WAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068331
HS26068332,合約助理教師 AT (26/27 學年),仁濟醫院趙曾學韞小學 YAN CHAI HOSPITAL CHIU TSANG HOK WAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068332
HS26068333,合約學校行政主任 EO / 助理學校行政主任 AEO (26/27 學年),仁濟醫院趙曾學韞小學 YAN CHAI HOSPITAL CHIU TSANG HOK WAN PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068333
HS26068351,Assistant Teacher or Teaching Assistant for Music,基督教香港信義會啟信學校 ELCHK LUTHERAN SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068351
HS26068352,學校資訊科技人員 Technical Support Service / Technical Support Staff,基督教香港信義會啟信學校 ELCHK LUTHERAN SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068352
HS26068353,全職工友 / 兼職工友,基督教香港信義會啟信學校 ELCHK LUTHERAN SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068353
HS26068371,非華語老師 (小學部),香港浸會大學附屬學校王錦輝中小學 HONG KONG BAPTIST UNIVERSITY AFFILIATED SCHOOL WONG KAM FAI SECONDARY AND PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068371
HS26068372,SEN Teacher (Primary),香港浸會大學附屬學校王錦輝中小學 HONG KONG BAPTIST UNIVERSITY AFFILIATED SCHOOL WONG KAM FAI SECONDARY AND PRIMARY SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068372
HS26068401,合約教育助理 Education Assistant (Contract),東華三院盧幹庭紀念中學 TUNG WAH GROUP OF HOSPITALS LO KON TING MEMORIAL COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068401
HS26068402,合約教學助理 Teaching Assistant (Contract),東華三院盧幹庭紀念中學 TUNG WAH GROUP OF HOSPITALS LO KON TING MEMORIAL COLLEGE,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068402
HS26068411,學生輔導員 (合約),伯特利中學 BETHEL HIGH SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068411
HS26068431,Assistant Accounting Officer,拔萃女書院 DIOCESAN GIRLS' SCHOOL,2026-07-22,https://jump.mingpao.com/job/detail/Jobs/2/HS26068431
